"spkid","pha","H","e","a","q","i","moid","class","om","ad","per_y","epoch"
20357024,Y,19.47,0.4002,1.651,0.990,3.73,0.007,APO,2.99,2.31,2.12,2460200.5
20357028,Y,19.46,0.6147,1.383,0.533,9.23,0.00734,APO,10.48,2.23,1.63,2460200.5
20357058,N,20.13,0.2493,1.437,1.078,10.69,0.0956,AMO,153.66,1.79,1.72,2460200.5
20357311,N,16.71,0.5600,2.896,1.274,12.82,0.287,AMO,49.84,4.52,4.93,2460200.5
20357414,N,18.41,0.3535,1.712,1.107,26.93,0.134,AMO,90.53,2.32,2.24,2460200.5
20357439,Y,19.29,0.4025,1.502,0.898,23.78,0.00669,APO,126.66,2.11,1.84,2460200.5
20357594,Y,19.64,0.2785,1.355,0.978,27.30,0.00773,APO,73.75,1.73,1.58,2460200.5
20357618,N,19.07,0.3367,1.203,0.798,53.08,0.0572,APO,1.80,1.61,1.32,2460200.5
20357621,N,18.81,0.4648,1.605,0.859,10.74,0.0561,APO,332.03,2.35,2.03,2460200.5
20357622,Y,20.32,0.5384,1.084,0.500,3.17,0.04,APO,72.86,1.67,1.13,2460200.5
20358453,N,19.87,0.4411,1.123,0.627,12.09,0.133,APO,3.79,1.62,1.19,2460200.5
20358471,Y,19.18,0.5972,1.875,0.755,5.78,0.0388,APO,10.97,2.99,2.57,2460200.5
20358744,Y,18.98,0.5111,1.842,0.901,3.92,0.0282,APO,121.49,2.78,2.5,2460200.5
20359170,Y,19.95,0.4655,1.545,0.826,11.91,0.0348,APO,349.71,2.26,1.92,2460200.5
20359242,N,19.02,0.7240,1.571,0.434,14.56,0.121,APO,90.66,2.71,1.97,2460200.5
20359369,Y,18.52,0.6976,2.148,0.649,3.39,0.0127,APO,138.83,3.65,3.15,2460200.5
20359592,N,20.04,0.2324,1.348,1.034,11.75,0.0912,AMO,207.13,1.66,1.56,2460200.5
20360191,Y,21.08,0.4786,1.54,0.803,2.53,0.00577,APO,194.65,2.28,1.91,2460200.5
20360192,N,19.16,0.5698,2.365,1.017,9.04,0.062,AMO,17.94,3.71,3.64,2460200.5
20360433,N,17.79,0.6355,2.39,0.871,9.79,0.069,APO,122.50,3.91,3.69,2460200.5
20360502,N,20.77,0.2495,0.9343,0.701,13.23,0.136,ATE,177.91,1.17,0.903,2460200.5
20361071,N,15.56,0.5859,2.625,1.087,24.37,0.194,AMO,318.44,4.16,4.25,2460200.5
20361123,N,20.25,0.1910,1.448,1.172,9.42,0.208,AMO,135.97,1.72,1.74,2460200.5
20361518,N,17.11,0.6022,2.06,0.819,6.95,0.0985,APO,222.48,3.30,2.96,2460200.5
20361532,N,19.29,0.3150,1.6,1.096,2.99,0.116,AMO,116.36,2.10,2.02,2460200.5
20361538,N,18.64,0.3351,1.311,0.872,40.48,0.0662,APO,200.48,1.75,1.5,2460200.5
20361611,N,18.31,0.4082,2.155,1.276,8.06,0.292,AMO,6.07,3.04,3.16,2460200.5
20361689,N,19.41,0.5031,1.816,0.902,6.36,0.0524,APO,108.01,2.73,2.45,2460200.5
20361754,Y,19.19,0.3569,1.373,0.883,21.88,0.0473,APO,59.30,1.86,1.61,2460200.5
20361861,N,16.98,0.7394,2.911,0.759,36.35,0.249,APO,149.51,5.06,4.97,2460200.5
20362310,N,18.01,0.7860,2.439,0.522,12.73,0.121,APO,162.41,4.36,3.81,2460200.5
20363024,Y,19.42,0.4293,1.356,0.774,13.99,0.0408,APO,109.65,1.94,1.58,2460200.5
20363027,Y,19.64,0.5299,0.8194,0.385,21.06,0.00984,ATE,197.53,1.25,0.742,2460200.5
20363067,Y,19.21,0.0901,1.076,0.979,15.32,0.0222,APO,353.04,1.17,1.12,2460200.5
20363069,N,19.66,0.3488,1.649,1.074,33.47,0.28,AMO,170.84,2.22,2.12,2460200.5
20363071,N,20.24,0.5500,1.893,0.852,7.09,0.0884,APO,357.38,2.93,2.6,2460200.5
20363075,N,17.81,0.5477,2.66,1.203,5.27,0.222,AMO,295.16,4.12,4.34,2460200.5
20363076,N,17.98,0.5195,2.685,1.290,10.50,0.311,AMO,152.34,4.08,4.4,2460200.5
20363084,Y,20.21,0.4279,1.787,1.022,9.28,0.0243,AMO,175.95,2.55,2.39,2460200.5
20363116,Y,20.32,0.5030,1.214,0.604,21.82,0.00604,APO,37.11,1.83,1.34,2460200.5
20363163,N,17.82,0.4557,2.036,1.108,26.76,0.14,AMO,268.45,2.96,2.91,2460200.5
20363267,N,20.01,0.4037,1.353,0.807,19.76,0.0518,APO,34.71,1.90,1.57,2460200.5
20363298,N,18.52,0.7484,1.952,0.491,20.77,0.0673,APO,73.12,3.41,2.73,2460200.5
20363305,Y,21.41,0.2198,1.237,0.965,3.50,0.0285,APO,183.31,1.51,1.38,2460200.5
20363344,N,19.97,0.1960,1.169,0.940,26.81,0.0507,APO,336.02,1.40,1.26,2460200.5
20363505,Y,18.50,0.3370,0.7811,0.518,3.81,0.0353,ATE,188.29,1.04,0.69,2460200.5
20363599,Y,21.04,0.7236,1.587,0.439,3.13,0.0205,APO,83.59,2.74,2,2460200.5
20363617,N,18.41,0.5757,1.467,0.622,41.53,0.314,APO,103.65,2.31,1.78,2460200.5
20363626,N,18.91,0.3994,1.824,1.096,39.36,0.394,AMO,169.71,2.55,2.46,2460200.5
20363734,Y,18.89,0.7783,1.681,0.373,3.31,0.00831,APO,62.41,2.99,2.18,2460200.5
20363790,Y,17.85,0.5522,1.903,0.852,8.27,0.0288,APO,238.33,2.95,2.63,2460200.5
20363814,N,18.04,0.4825,1.964,1.016,52.57,0.189,APO,110.07,2.91,2.75,2460200.5
20363831,Y,19.35,0.5252,1.976,0.938,6.42,0.0424,APO,159.32,3.01,2.78,2460200.5
20364136,Y,20.19,0.7548,0.6766,0.166,10.23,0.026,ATE,303.23,1.19,0.557,2460200.5
20364762,N,19.38,0.2260,1.619,1.253,47.94,0.41,AMO,254.02,1.99,2.06,2460200.5
20364877,N,17.34,0.8526,1.959,0.289,9.44,0.135,APO,229.68,3.63,2.74,2460200.5
20365014,Y,20.10,0.6019,1.048,0.417,6.65,0.0327,APO,220.12,1.68,1.07,2460200.5
20365071,Y,18.18,0.0739,1.03,0.954,45.87,0.0225,APO,150.74,1.11,1.04,2460200.5
20365246,N,15.87,0.8647,2.677,0.362,35.03,0.442,APO,230.42,4.99,4.38,2460200.5
20365424,Y,21.91,0.1708,0.9893,0.820,21.50,0.0316,ATE,46.46,1.16,0.984,2460200.5
20365449,N,20.28,0.5405,0.9684,0.445,11.22,0.155,ATE,128.24,1.49,0.953,2460200.5
20366470,N,19.57,0.2822,1.424,1.022,22.81,0.233,AMO,182.17,1.83,1.7,2460200.5
20366615,N,16.87,0.5753,2.912,1.237,34.56,0.224,AMO,254.29,4.59,4.97,2460200.5
20366733,N,19.05,0.3427,1.612,1.060,19.42,0.071,AMO,128.63,2.16,2.05,2460200.5
20366746,Y,20.16,0.4614,1.087,0.585,18.28,0.0284,APO,246.69,1.59,1.13,2460200.5
20366774,Y,17.87,0.4508,1.814,0.996,13.20,0.0183,APO,120.99,2.63,2.44,2460200.5
20366833,N,16.72,0.5922,2.618,1.068,27.27,0.224,AMO,287.31,4.17,4.24,2460200.5
20367248,Y,20.21,0.1398,1.025,0.881,19.88,0.0339,APO,95.08,1.17,1.04,2460200.5
20367390,N,19.24,0.3639,1.428,0.908,20.41,0.134,APO,115.19,1.95,1.71,2460200.5
20367525,N,17.84,0.2331,1.595,1.224,18.91,0.281,AMO,281.75,1.97,2.02,2460200.5
20367638,N,18.39,0.2772,1.664,1.203,26.50,0.345,AMO,284.84,2.12,2.15,2460200.5
20367684,N,18.06,0.6886,1.637,0.510,9.36,0.16,APO,256.90,2.76,2.09,2460200.5
20367789,Y,21.77,0.3886,1.424,0.871,3.69,0.000697,APO,135.62,1.98,1.7,2460200.5
20367943,N,24.19,0.0893,0.9102,0.829,11.61,0.00143,ATE,146.92,0.99,0.868,2460200.5
20368184,N,19.47,0.3182,0.9511,0.648,16.10,0.107,ATE,312.70,1.25,0.928,2460200.5
20368203,Y,20.56,0.6170,2.485,0.952,12.43,0.00401,APO,242.31,4.02,3.92,2460200.5
20368565,Y,20.09,0.6004,1.245,0.498,18.30,0.0344,APO,189.41,1.99,1.39,2460200.5
20368664,N,18.73,0.2987,1.535,1.076,13.24,0.19,AMO,166.32,1.99,1.9,2460200.5
20368790,N,19.88,0.2539,1.611,1.202,25.46,0.219,AMO,277.76,2.02,2.04,2460200.5
20368949,N,19.69,0.2248,1.477,1.145,15.27,0.216,AMO,106.26,1.81,1.8,2460200.5
20369057,Y,21.32,0.6151,1.555,0.598,4.27,0.00849,APO,345.64,2.51,1.94,2460200.5
20369264,Y,16.34,0.5697,2.005,0.863,52.37,0.0434,APO,252.04,3.15,2.84,2460200.5
20369296,N,18.07,0.9000,2.079,0.208,14.62,0.128,APO,172.66,3.95,3,2460200.5
20369452,N,17.89,0.7426,1.045,0.269,34.21,0.369,APO,271.28,1.82,1.07,2460200.5
20369454,N,19.15,0.6468,1.373,0.485,32.77,0.274,APO,159.01,2.26,1.61,2460200.5
20369983,N,20.10,0.3795,2.074,1.287,1.07,0.27,AMO,341.45,2.86,2.99,2460200.5
20369984,N,18.96,0.2877,1.043,0.743,17.63,0.211,APO,316.20,1.34,1.07,2460200.5
20369986,N,20.53,0.6986,0.7315,0.220,30.35,0.199,ATE,176.14,1.24,0.626,2460200.5
20370037,N,19.43,0.3193,1.683,1.145,26.25,0.207,AMO,0.47,2.22,2.18,2460200.5
20370061,N,17.82,0.6935,1.815,0.556,54.61,0.335,APO,262.62,3.07,2.45,2460200.5
20370307,N,16.98,0.4909,1.98,1.008,16.19,0.222,APO,2.18,2.95,2.79,2460200.5
20370688,N,17.38,0.5621,2.666,1.167,25.04,0.446,AMO,219.21,4.16,4.35,2460200.5
20370702,N,17.48,0.5593,2.693,1.187,23.83,0.417,AMO,334.93,4.20,4.42,2460200.5
20371336,N,17.38,0.7848,2.48,0.534,30.78,0.415,APO,168.93,4.43,3.91,2460200.5
20371660,Y,21.11,0.2691,1.293,0.945,7.58,0.00229,APO,159.28,1.64,1.47,2460200.5
20371973,N,19.56,0.2479,1.652,1.242,6.72,0.272,AMO,129.68,2.06,2.12,2460200.5
20373135,Y,19.52,0.4975,1.652,0.830,4.39,0.0024,APO,203.13,2.47,2.12,2460200.5
20373393,N,19.18,0.4878,2.147,1.099,5.25,0.0975,AMO,177.06,3.19,3.14,2460200.5
20373428,N,18.64,0.5463,2.016,0.915,29.13,0.187,APO,192.31,3.12,2.86,2460200.5
20373503,N,20.22,0.2810,1.421,1.022,10.27,0.0598,AMO,5.97,1.82,1.69,2460200.5
20373579,N,19.15,0.3307,1.447,0.969,18.33,0.178,APO,95.53,1.93,1.74,2460200.5
20374038,Y,17.20,0.6347,2.692,0.983,0.83,0.0093,APO,219.83,4.40,4.42,2460200.5
20374158,Y,18.71,0.9267,1.266,0.093,23.86,0.0176,APO,39.46,2.44,1.42,2460200.5
20374188,N,17.42,0.5056,2.4,1.187,14.56,0.318,AMO,293.90,3.61,3.72,2460200.5
20374267,N,18.91,0.6404,1.467,0.528,3.13,0.052,APO,138.08,2.41,1.78,2460200.5
20374449,N,19.40,0.3065,1.62,1.124,18.28,0.149,AMO,287.35,2.12,2.06,2460200.5
20374851,Y,16.72,0.6054,2.386,0.942,23.73,0.0087,APO,9.81,3.83,3.69,2460200.5
20374855,Y,20.11,0.4457,1.099,0.609,16.70,0.00821,APO,233.68,1.59,1.15,2460200.5
20375054,Y,20.81,0.4166,1.298,0.757,25.60,0.0318,APO,316.35,1.84,1.48,2460200.5
20375103,Y,18.47,0.2797,1.286,0.926,49.75,0.0319,APO,49.58,1.65,1.46,2460200.5
20375505,N,20.18,0.1256,1.404,1.228,17.55,0.265,AMO,33.50,1.58,1.66,2460200.5
20375657,N,21.49,0.3144,1.225,0.840,13.11,0.0577,APO,330.24,1.61,1.36,2460200.5
20376707,N,17.00,0.7787,2.155,0.477,23.53,0.289,APO,348.79,3.83,3.16,2460200.5
20376729,N,19.08,0.4697,2.42,1.283,8.92,0.302,AMO,106.43,3.56,3.76,2460200.5
20376775,N,18.38,0.4227,2.155,1.244,7.75,0.264,AMO,46.36,3.07,3.16,2460200.5
20376778,N,17.32,0.6108,2.771,1.078,16.48,0.158,AMO,108.62,4.46,4.61,2460200.5
20376788,N,19.55,0.4960,1.041,0.525,16.33,0.142,APO,330.32,1.56,1.06,2460200.5
20376848,N,19.61,0.3930,0.9064,0.550,17.61,0.0817,ATE,11.20,1.26,0.863,2460200.5
20376864,N,20.26,0.3596,1.801,1.153,4.74,0.186,AMO,224.12,2.45,2.42,2460200.5
20376879,N,22.35,0.1215,1.21,1.063,21.74,0.109,AMO,59.78,1.36,1.33,2460200.5
20376883,N,19.45,0.2110,1.603,1.265,20.95,0.426,AMO,231.08,1.94,2.03,2460200.5
20377097,Y,19.69,0.5565,1.957,0.868,3.94,0.0189,APO,266.90,3.05,2.74,2460200.5
20377732,Y,17.07,0.6209,1.931,0.732,23.56,0.0176,APO,115.88,3.13,2.68,2460200.5
20377972,N,19.38,0.4224,2.223,1.284,3.05,0.273,AMO,196.63,3.16,3.31,2460200.5
20378124,N,18.25,0.7230,1.263,0.350,31.84,0.249,APO,59.42,2.18,1.42,2460200.5
20378160,Y,19.68,0.3002,0.9165,0.641,11.64,0.03,ATE,327.96,1.19,0.877,2460200.5
20378358,Y,19.32,0.4397,1.726,0.967,16.51,0.0348,APO,226.16,2.48,2.27,2460200.5
20378526,N,20.31,0.1969,1.574,1.264,19.24,0.28,AMO,51.45,1.88,1.97,2460200.5
20378610,N,17.42,0.4260,2.138,1.227,13.58,0.298,AMO,41.90,3.05,3.13,2460200.5
20378842,N,19.78,0.6172,1.822,0.698,14.46,0.0898,APO,221.87,2.95,2.46,2460200.5
20380128,N,20.27,0.3171,1.46,0.997,3.39,0.0511,APO,280.95,1.92,1.76,2460200.5
20380160,N,17.78,0.4372,2.152,1.211,7.33,0.197,AMO,310.50,3.09,3.16,2460200.5
20380188,N,18.84,0.5820,2.674,1.118,9.93,0.211,AMO,249.74,4.23,4.37,2460200.5
20380205,N,19.38,0.4673,2.222,1.184,21.41,0.3,AMO,353.31,3.26,3.31,2460200.5
20380321,N,18.26,0.4902,2.318,1.182,4.77,0.189,AMO,48.67,3.45,3.53,2460200.5
20380359,N,17.28,0.4475,2.333,1.289,19.85,0.489,AMO,20.58,3.38,3.56,2460200.5
20380455,N,17.78,0.7935,2.255,0.466,14.42,0.228,APO,152.84,4.04,3.39,2460200.5
20380476,N,19.44,0.3992,1.158,0.696,14.26,0.228,APO,65.14,1.62,1.25,2460200.5
20380524,N,20.18,0.2181,1.448,1.132,23.44,0.121,AMO,50.86,1.76,1.74,2460200.5
20380636,Y,19.76,0.2665,0.9313,0.683,10.74,0.00397,ATE,120.83,1.18,0.899,2460200.5
20380818,N,20.66,0.5123,0.923,0.450,14.14,0.154,ATE,127.70,1.40,0.887,2460200.5
20380929,N,19.67,0.4198,1.455,0.844,24.01,0.117,APO,44.63,2.07,1.76,2460200.5
20380981,Y,18.77,0.3953,1.727,1.044,9.66,0.0321,AMO,107.38,2.41,2.27,2460200.5
20381181,N,19.69,0.3207,1.472,1.000,14.89,0.0871,APO,264.03,1.94,1.79,2460200.5
20381564,N,18.28,0.3890,1.833,1.120,9.42,0.144,AMO,297.88,2.55,2.48,2460200.5
20381677,N,18.34,0.4555,1.85,1.007,5.84,0.0982,APO,108.52,2.69,2.52,2460200.5
20381906,Y,17.82,0.6456,1.543,0.547,7.31,0.0112,APO,243.78,2.54,1.92,2460200.5
20381989,N,19.87,0.4957,1.347,0.680,26.72,0.105,APO,6.22,2.02,1.56,2460200.5
20382395,Y,16.43,0.7639,2.105,0.497,11.61,0.0309,APO,136.21,3.71,3.05,2460200.5
20382406,Y,20.57,0.7814,1.31,0.286,2.54,0.00489,APO,90.94,2.33,1.5,2460200.5
20382459,N,19.49,0.3105,1.875,1.293,16.84,0.408,AMO,343.30,2.46,2.57,2460200.5
20382503,N,19.22,0.2331,1.536,1.178,14.04,0.162,AMO,263.78,1.89,1.9,2460200.5
20382625,N,18.38,0.4817,2.344,1.215,19.51,0.397,AMO,311.98,3.47,3.59,2460200.5
20382745,Y,20.41,0.3270,1.5,1.010,2.32,0.0358,APO,136.32,1.99,1.84,2460200.5
20382758,Y,20.19,0.3172,1.38,0.942,4.67,0.023,APO,321.79,1.82,1.62,2460200.5
20382825,Y,19.32,0.3935,1.405,0.852,29.95,0.0136,APO,108.76,1.96,1.67,2460200.5
20382875,N,21.73,0.1806,1.299,1.064,2.88,0.0727,AMO,42.76,1.53,1.48,2460200.5
20383610,N,18.46,0.3048,1.773,1.233,56.09,0.275,AMO,230.59,2.31,2.36,2460200.5
20385186,Y,17.65,0.0755,1.105,1.022,24.10,0.0194,AMO,290.34,1.19,1.16,2460200.5
20385252,Y,19.41,0.1837,1.053,0.860,50.06,0.029,APO,155.47,1.25,1.08,2460200.5
20385268,N,15.92,0.6429,3.212,1.147,27.41,0.153,AMO,208.91,5.28,5.76,2460200.5
20385343,Y,16.64,0.6053,2.315,0.914,29.53,0.00729,APO,132.15,3.72,3.52,2460200.5
20385402,N,17.17,0.8845,2.461,0.284,51.28,0.129,APO,261.29,4.64,3.86,2460200.5
20385423,N,19.21,0.3290,1.699,1.140,23.20,0.29,AMO,160.11,2.26,2.22,2460200.5
20385497,N,18.94,0.4594,1.589,0.859,11.58,0.131,APO,3.69,2.32,2,2460200.5
20385580,N,16.20,0.5540,2.672,1.192,25.92,0.468,AMO,129.46,4.15,4.37,2460200.5
20385605,Y,18.95,0.5728,1.707,0.729,8.86,0.0169,APO,342.10,2.68,2.23,2460200.5
20385843,N,20.51,0.4793,1.126,0.586,6.87,0.0669,APO,63.96,1.67,1.2,2460200.5
20386259,N,15.69,0.5297,2.084,0.980,38.79,0.275,APO,337.37,3.19,3.01,2460200.5
20386281,N,17.89,0.4708,2.168,1.147,16.27,0.23,AMO,191.61,3.19,3.19,2460200.5
20386298,N,20.09,0.1925,1.322,1.068,15.31,0.135,AMO,324.53,1.58,1.52,2460200.5
20386454,Y,19.99,0.9091,1.222,0.111,5.44,0.00467,APO,240.60,2.33,1.35,2460200.5
20386504,N,18.70,0.5550,1.445,0.643,12.57,0.208,APO,83.56,2.25,1.74,2460200.5
20386720,N,17.06,0.5825,2.646,1.105,25.78,0.394,AMO,104.15,4.19,4.3,2460200.5
20386847,Y,18.06,0.4623,1.692,0.910,5.83,0.0289,APO,352.09,2.47,2.2,2460200.5
20387505,Y,18.78,0.8735,1.542,0.195,2.29,0.0183,APO,313.29,2.89,1.91,2460200.5
20387648,N,19.36,0.4378,1.933,1.087,28.88,0.33,AMO,165.24,2.78,2.69,2460200.5
20387668,Y,20.51,0.4333,1.297,0.735,22.89,0.00214,APO,346.85,1.86,1.48,2460200.5
20387717,N,19.30,0.4769,1.145,0.599,36.32,0.287,APO,157.79,1.69,1.23,2460200.5
20387733,N,18.98,0.2185,0.893,0.698,12.03,0.0858,ATE,196.21,1.09,0.844,2460200.5
20387746,Y,20.10,0.5134,1.965,0.956,3.89,0.00304,APO,259.69,2.97,2.76,2460200.5
20387793,N,16.70,0.7417,2.394,0.618,23.76,0.305,APO,267.10,4.17,3.71,2460200.5
20387816,N,19.52,0.2500,0.8854,0.664,6.76,0.0592,ATE,169.77,1.11,0.833,2460200.5
20387871,N,19.14,0.5997,2.101,0.841,10.39,0.119,APO,288.07,3.36,3.05,2460200.5
20388185,N,17.80,0.5120,2.568,1.253,27.09,0.25,AMO,32.16,3.88,4.12,2460200.5
20388188,Y,19.02,0.7763,1.365,0.305,11.78,0.0168,APO,317.13,2.42,1.59,2460200.5
20388189,N,20.55,0.3366,0.8638,0.573,26.54,0.155,ATE,162.25,1.15,0.803,2460200.5
20388468,N,18.29,0.3006,1.75,1.224,10.91,0.22,AMO,55.21,2.28,2.32,2460200.5
20388567,N,18.08,0.4620,2.347,1.263,5.22,0.264,AMO,20.43,3.43,3.6,2460200.5
20388798,N,18.46,0.7245,1.307,0.360,38.40,0.252,APO,115.30,2.25,1.49,2460200.5
20388838,N,19.63,0.5082,2.089,1.028,8.02,0.0771,AMO,15.13,3.15,3.02,2460200.5
20388945,Y,20.46,0.3916,1.591,0.968,8.70,0.0157,APO,43.99,2.21,2.01,2460200.5
20389694,Y,18.20,0.4919,1.545,0.785,19.07,0.0181,APO,358.80,2.31,1.92,2460200.5
20390522,N,20.23,0.3526,1.186,0.768,18.39,0.0604,APO,38.07,1.60,1.29,2460200.5
20390536,N,18.42,0.4606,2.116,1.142,7.10,0.156,AMO,76.71,3.09,3.08,2460200.5
20390725,Y,19.70,0.3805,0.8497,0.526,18.11,0.0467,ATE,70.36,1.17,0.783,2460200.5
20390929,Y,20.44,0.2246,1.308,1.014,18.80,0.0137,APO,9.99,1.60,1.5,2460200.5
20391033,N,19.09,0.4333,2.116,1.199,3.92,0.194,AMO,214.06,3.03,3.08,2460200.5
20391151,N,17.23,0.8830,2.581,0.302,24.18,0.0895,APO,296.55,4.86,4.15,2460200.5
20391211,Y,18.47,0.4502,1.897,1.043,12.41,0.0335,AMO,84.27,2.75,2.61,2460200.5
20391275,N,17.96,0.4775,2.204,1.151,26.10,0.296,AMO,129.67,3.26,3.27,2460200.5
20391449,N,18.70,0.5044,2.353,1.166,28.71,0.154,AMO,72.10,3.54,3.61,2460200.5
20391451,N,19.31,0.2735,1.753,1.274,7.61,0.306,AMO,282.23,2.23,2.32,2460200.5
20391508,N,19.11,0.6839,2.117,0.669,11.11,0.12,APO,146.76,3.57,3.08,2460200.5
20392211,N,17.54,0.4230,1.976,1.140,40.85,0.141,AMO,210.66,2.81,2.78,2460200.5
20392476,N,19.11,0.6605,1.336,0.454,13.69,0.218,APO,39.27,2.22,1.54,2460200.5
20392704,N,19.02,0.4725,1.508,0.796,10.05,0.146,APO,16.81,2.22,1.85,2460200.5
20393359,N,19.44,0.4827,2.178,1.126,6.00,0.113,AMO,129.50,3.23,3.21,2460200.5
20393569,N,20.30,0.3153,1.066,0.730,8.51,0.143,APO,205.81,1.40,1.1,2460200.5
20393908,N,17.56,0.5461,1.726,0.784,44.78,0.081,APO,53.31,2.67,2.27,2460200.5
20394130,N,17.22,0.9686,2.588,0.081,33.60,0.112,APO,40.58,5.09,4.16,2460200.5
20394155,N,20.05,0.5117,2.547,1.244,4.59,0.235,AMO,164.34,3.85,4.07,2460200.5
20394392,N,18.37,0.8860,0.8373,0.095,20.74,0.143,ATE,328.51,1.58,0.766,2460200.5
20394783,N,19.80,0.3360,1.131,0.751,52.01,0.181,APO,222.07,1.51,1.2,2460200.5
20395143,N,18.95,0.4391,1.499,0.841,20.97,0.145,APO,216.42,2.16,1.84,2460200.5
20395207,Y,19.62,0.4894,1.568,0.801,27.85,0.00913,APO,218.47,2.34,1.96,2460200.5
20395289,N,18.23,0.3473,1.29,0.842,49.90,0.0929,APO,33.99,1.74,1.47,2460200.5
20396593,N,19.07,0.4994,0.8746,0.438,23.74,0.104,ATE,32.59,1.31,0.818,2460200.5
20396730,N,18.53,0.5788,1.334,0.562,23.62,0.299,APO,94.27,2.11,1.54,2460200.5
20396793,N,20.13,0.6085,1.068,0.418,19.76,0.286,APO,228.32,1.72,1.1,2460200.5
20396794,N,17.75,0.6643,1.854,0.623,43.63,0.187,APO,267.92,3.09,2.52,2460200.5
20397237,N,16.75,0.8870,2.523,0.285,37.81,0.531,APO,166.32,4.76,4.01,2460200.5
20397326,N,19.04,0.3749,1.72,1.075,4.49,0.0918,AMO,326.05,2.36,2.26,2460200.5
20397471,N,18.16,0.2707,1.763,1.286,17.00,0.407,AMO,70.27,2.24,2.34,2460200.5
20397474,N,17.22,0.8353,2.166,0.357,18.55,0.255,APO,77.15,3.98,3.19,2460200.5
20397847,N,18.78,0.4483,1.396,0.770,14.84,0.145,APO,22.01,2.02,1.65,2460200.5
20398188,Y,19.33,0.2732,0.8645,0.628,13.25,0.0224,ATE,134.18,1.10,0.804,2460200.5
20399307,N,18.90,0.4272,2.21,1.266,8.95,0.266,AMO,171.77,3.15,3.29,2460200.5
20399308,N,20.66,0.2381,1.102,0.840,15.46,0.142,APO,201.42,1.36,1.16,2460200.5
20399325,N,20.17,0.6147,1.146,0.442,24.43,0.0633,APO,203.38,1.85,1.23,2460200.5
20399433,N,18.58,0.7772,2.654,0.591,4.38,0.0647,APO,155.70,4.72,4.32,2460200.5
20399446,N,20.67,0.4016,2.068,1.237,1.82,0.228,AMO,66.75,2.90,2.97,2460200.5
20399457,Y,19.30,0.9562,2.507,0.110,25.94,0.0266,APO,315.03,4.90,3.97,2460200.5
20399611,N,19.26,0.1658,1.252,1.044,15.25,0.0835,AMO,138.26,1.46,1.4,2460200.5
20399774,Y,18.80,0.5179,2.043,0.985,12.71,0.0103,APO,199.16,3.10,2.92,2460200.5
20401856,Y,20.27,0.4779,1.452,0.758,24.27,0.0465,APO,82.63,2.15,1.75,2460200.5
20401857,N,16.12,0.8553,2.825,0.409,22.04,0.212,APO,323.56,5.24,4.75,2460200.5
20401885,N,20.42,0.3423,0.9148,0.602,7.53,0.0974,ATE,153.82,1.23,0.875,2460200.5
20401925,N,18.48,0.4753,1.894,0.994,36.38,0.311,APO,108.41,2.79,2.61,2460200.5
20401954,Y,18.91,0.2866,0.8247,0.588,1.35,0.0166,ATE,91.97,1.06,0.749,2460200.5
20401998,N,18.39,0.8761,1.97,0.244,21.46,0.218,APO,240.06,3.69,2.76,2460200.5
20402267,N,17.10,0.5297,2.748,1.292,12.96,0.356,AMO,188.85,4.20,4.56,2460200.5
20403039,N,19.86,0.1306,1.276,1.109,11.57,0.132,AMO,132.12,1.44,1.44,2460200.5
20403247,N,19.26,0.3171,1.687,1.152,9.47,0.146,AMO,39.06,2.22,2.19,2460200.5
20403775,Y,20.90,0.6801,0.9383,0.300,5.46,0.00591,ATE,117.49,1.58,0.909,2460200.5
20404108,N,15.39,0.6871,2.504,0.783,20.80,0.166,APO,1.14,4.22,3.96,2460200.5
20405189,N,20.82,0.0805,1.328,1.222,13.70,0.233,AMO,140.80,1.44,1.53,2460200.5
20405212,Y,18.04,0.7313,1.373,0.369,5.04,0.00168,APO,359.97,2.38,1.61,2460200.5
20405427,N,18.07,0.4381,2.246,1.262,12.23,0.313,AMO,195.02,3.23,3.37,2460200.5
20405562,N,18.23,0.5443,2.7,1.230,4.51,0.239,AMO,238.31,4.17,4.44,2460200.5
20405762,Y,20.28,0.4480,1.481,0.817,5.77,0.0375,APO,7.73,2.14,1.8,2460200.5
20406213,Y,20.34,0.5457,1.919,0.872,1.46,0.0131,APO,126.85,2.97,2.66,2460200.5
20406952,N,17.13,0.7174,1.241,0.351,32.96,0.0891,APO,12.49,2.13,1.38,2460200.5
20407324,N,20.58,0.5223,1.617,0.772,9.13,0.112,APO,260.90,2.46,2.06,2460200.5
20407338,N,18.15,0.4760,1.584,0.830,4.92,0.0645,APO,137.44,2.34,1.99,2460200.5
20407653,N,17.02,0.5123,2.054,1.001,9.77,0.0713,APO,172.62,3.11,2.94,2460200.5
20407656,N,18.26,0.4917,2.2,1.118,10.00,0.183,AMO,59.40,3.28,3.26,2460200.5
20408751,N,19.03,0.5340,2.253,1.050,3.35,0.0552,AMO,186.98,3.46,3.38,2460200.5
20408752,N,17.24,0.7922,2.046,0.425,7.93,0.111,APO,291.89,3.67,2.93,2460200.5
20408792,Y,20.53,0.3774,1.341,0.835,9.63,0.011,APO,176.03,1.85,1.55,2460200.5
20408869,N,19.05,0.3285,1.885,1.266,14.39,0.377,AMO,202.80,2.50,2.59,2460200.5
20408980,N,18.72,0.7225,1.43,0.397,15.04,0.082,APO,6.91,2.46,1.71,2460200.5
